Altitude,Temperature,Pressure,Density,Speed_of_sound
18142.5,216.65,7338.086904,0.117995,295.06956
18150,216.65,7329.413549,0.117855,295.06956
18157.5,216.65,7320.750446,0.117716,295.06956
18165,216.65,7312.097582,0.117577,295.06956
18172.5,216.65,7303.454946,0.117438,295.06956
18180,216.65,7294.822525,0.117299,295.06956
18187.5,216.65,7286.200307,0.11716,295.06956
18195,216.65,7277.58828,0.117022,295.06956
18202.5,216.65,7268.986433,0.116884,295.06956
18210,216.65,7260.394752,0.116745,295.06956
18217.5,216.65,7251.813227,0.116607,295.06956
18225,216.65,7243.241844,0.11647,295.06956
18232.5,216.65,7234.680593,0.116332,295.06956
18240,216.65,7226.129461,0.116194,295.06956
18247.5,216.65,7217.588436,0.116057,295.06956
18255,216.65,7209.057506,0.11592,295.06956
18262.5,216.65,7200.536659,0.115783,295.06956
18270,216.65,7192.025884,0.115646,295.06956
18277.5,216.65,7183.525168,0.115509,295.06956
18285,216.65,7175.0345,0.115373,295.06956
18292.5,216.65,7166.553867,0.115236,295.06956
18300,216.65,7158.083258,0.1151,295.06956
18307.5,216.65,7149.622661,0.114964,295.06956
18315,216.65,7141.172064,0.114828,295.06956
18322.5,216.65,7132.731456,0.114693,295.06956
18330,216.65,7124.300824,0.114557,295.06956
18337.5,216.65,7115.880157,0.114422,295.06956
18345,216.65,7107.469442,0.114286,295.06956
18352.5,216.65,7099.068669,0.114151,295.06956
18360,216.65,7090.677825,0.114016,295.06956
18367.5,216.65,7082.296899,0.113882,295.06956
18375,216.65,7073.925879,0.113747,295.06956
18382.5,216.65,7065.564753,0.113613,295.06956
18390,216.65,7057.21351,0.113478,295.06956
18397.5,216.65,7048.872137,0.113344,295.06956
18405,216.65,7040.540624,0.11321,295.06956
18412.5,216.65,7032.218958,0.113076,295.06956
18420,216.65,7023.907128,0.112943,295.06956
18427.5,216.65,7015.605123,0.112809,295.06956
18435,216.65,7007.31293,0.112676,295.06956
18442.5,216.65,6999.030538,0.112543,295.06956
18450,216.65,6990.757935,0.11241,295.06956
18457.5,216.65,6982.495111,0.112277,295.06956
18465,216.65,6974.242053,0.112144,295.06956
18472.5,216.65,6965.99875,0.112012,295.06956
18480,216.65,6957.76519,0.111879,295.06956
18487.5,216.65,6949.541362,0.111747,295.06956
18495,216.65,6941.327254,0.111615,295.06956
18502.5,216.65,6933.122855,0.111483,295.06956
18510,216.65,6924.928153,0.111351,295.06956
18517.5,216.65,6916.743137,0.11122,295.06956
18525,216.65,6908.567795,0.111088,295.06956
18532.5,216.65,6900.402117,0.110957,295.06956
18540,216.65,6892.24609,0.110826,295.06956
18547.5,216.65,6884.099703,0.110695,295.06956
18555,216.65,6875.962944,0.110564,295.06956
18562.5,216.65,6867.835803,0.110433,295.06956
18570,216.65,6859.718269,0.110303,295.06956
18577.5,216.65,6851.610328,0.110172,295.06956
18585,216.65,6843.511971,0.110042,295.06956
18592.5,216.65,6835.423186,0.109912,295.06956
18600,216.65,6827.343962,0.109782,295.06956
18607.5,216.65,6819.274287,0.109652,295.06956
18615,216.65,6811.21415,0.109523,295.06956
18622.5,216.65,6803.16354,0.109393,295.06956
18630,216.65,6795.122445,0.109264,295.06956
18637.5,216.65,6787.090855,0.109135,295.06956
18645,216.65,6779.068758,0.109006,295.06956
18652.5,216.65,6771.056142,0.108877,295.06956
18660,216.65,6763.052998,0.108748,295.06956
18667.5,216.65,6755.059312,0.10862,295.06956
18675,216.65,6747.075075,0.108491,295.06956
18682.5,216.65,6739.100275,0.108363,295.06956
18690,216.65,6731.134901,0.108235,295.06956
18697.5,216.65,6723.178942,0.108107,295.06956
18705,216.65,6715.232386,0.107979,295.06956
18712.5,216.65,6707.295223,0.107852,295.06956
18720,216.65,6699.367441,0.107724,295.06956
18727.5,216.65,6691.44903,0.107597,295.06956
18735,216.65,6683.539978,0.10747,295.06956
18742.5,216.65,6675.640274,0.107343,295.06956
18750,216.65,6667.749907,0.107216,295.06956
18757.5,216.65,6659.868867,0.107089,295.06956
18765,216.65,6651.997141,0.106962,295.06956
18772.5,216.65,6644.13472,0.106836,295.06956
18780,216.65,6636.281592,0.10671,295.06956
18787.5,216.65,6628.437746,0.106584,295.06956
18795,216.65,6620.603171,0.106458,295.06956
18802.5,216.65,6612.777856,0.106332,295.06956
18810,216.65,6604.96179,0.106206,295.06956
18817.5,216.65,6597.154963,0.106081,295.06956
18825,216.65,6589.357363,0.105955,295.06956
18832.5,216.65,6581.56898,0.10583,295.06956
18840,216.65,6573.789802,0.105705,295.06956
18847.5,216.65,6566.019819,0.10558,295.06956
18855,216.65,6558.25902,0.105455,295.06956
18862.5,216.65,6550.507393,0.105331,295.06956
18870,216.65,6542.764929,0.105206,295.06956
18877.5,216.65,6535.031617,0.105082,295.06956
18885,216.65,6527.307444,0.104957,295.06956
18892.5,216.65,6519.592402,0.104833,295.06956
18900,216.65,6511.886478,0.10471,295.06956
18907.5,216.65,6504.189662,0.104586,295.06956
18915,216.65,6496.501944,0.104462,295.06956
18922.5,216.65,6488.823312,0.104339,295.06956
18930,216.65,6481.153757,0.104215,295.06956
18937.5,216.65,6473.493266,0.104092,295.06956
18945,216.65,6465.84183,0.103969,295.06956
18952.5,216.65,6458.199437,0.103846,295.06956
18960,216.65,6450.566078,0.103724,295.06956
18967.5,216.65,6442.941741,0.103601,295.06956
18975,216.65,6435.326416,0.103478,295.06956
18982.5,216.65,6427.720091,0.103356,295.06956
18990,216.65,6420.122757,0.103234,295.06956
18997.5,216.65,6412.534403,0.103112,295.06956
19005,216.65,6404.955018,0.10299,295.06956
19012.5,216.65,6397.384592,0.102868,295.06956
19020,216.65,6389.823113,0.102747,295.06956
19027.5,216.65,6382.270572,0.102625,295.06956
19035,216.65,6374.726958,0.102504,295.06956
19042.5,216.65,6367.19226,0.102383,295.06956
19050,216.65,6359.666468,0.102262,295.06956
19057.5,216.65,6352.149571,0.102141,295.06956
19065,216.65,6344.641558,0.10202,295.06956
19072.5,216.65,6337.14242,0.1019,295.06956
19080,216.65,6329.652146,0.101779,295.06956
19087.5,216.65,6322.170725,0.101659,295.06956
19095,216.65,6314.698146,0.101539,295.06956
19102.5,216.65,6307.2344,0.101419,295.06956
19110,216.65,6299.779476,0.101299,295.06956
19117.5,216.65,6292.333363,0.101179,295.06956
19125,216.65,6284.896052,0.10106,295.06956
19132.5,216.65,6277.467531,0.10094,295.06956
19140,216.65,6270.04779,0.100821,295.06956
19147.5,216.65,6262.636819,0.100702,295.06956
19155,216.65,6255.234607,0.100583,295.06956
19162.5,216.65,6247.841145,0.100464,295.06956
19170,216.65,6240.456422,0.100345,295.06956
19177.5,216.65,6233.080427,0.100226,295.06956
19185,216.65,6225.71315,0.100108,295.06956
19192.5,216.65,6218.354581,0.09999,295.06956
19200,216.65,6211.004709,0.099871,295.06956
19207.5,216.65,6203.663525,0.099753,295.06956
19215,216.65,6196.331018,0.099635,295.06956
19222.5,216.65,6189.007178,0.099518,295.06956
19230,216.65,6181.691994,0.0994,295.06956
19237.5,216.65,6174.385456,0.099283,295.06956
19245,216.65,6167.087555,0.099165,295.06956
19252.5,216.65,6159.798279,0.099048,295.06956
19260,216.65,6152.517619,0.098931,295.06956
19267.5,216.65,6145.245565,0.098814,295.06956
19275,216.65,6137.982105,0.098697,295.06956
19282.5,216.65,6130.727231,0.098581,295.06956
19290,216.65,6123.480932,0.098464,295.06956
19297.5,216.65,6116.243198,0.098348,295.06956
19305,216.65,6109.014019,0.098231,295.06956
19312.5,216.65,6101.793384,0.098115,295.06956
19320,216.65,6094.581284,0.097999,295.06956
19327.5,216.65,6087.377708,0.097884,295.06956
19335,216.65,6080.182646,0.097768,295.06956
19342.5,216.65,6072.996089,0.097652,295.06956
19350,216.65,6065.818026,0.097537,295.06956
19357.5,216.65,6058.648447,0.097422,295.06956
19365,216.65,6051.487343,0.097306,295.06956
19372.5,216.65,6044.334702,0.097191,295.06956
19380,216.65,6037.190516,0.097077,295.06956
19387.5,216.65,6030.054774,0.096962,295.06956
19395,216.65,6022.927466,0.096847,295.06956
19402.5,216.65,6015.808583,0.096733,295.06956
19410,216.65,6008.698113,0.096618,295.06956
19417.5,216.65,6001.596048,0.096504,295.06956
19425,216.65,5994.502378,0.09639,295.06956
19432.5,216.65,5987.417092,0.096276,295.06956
19440,216.65,5980.34018,0.096162,295.06956
19447.5,216.65,5973.271633,0.096049,295.06956
19455,216.65,5966.211441,0.095935,295.06956
19462.5,216.65,5959.159593,0.095822,295.06956
19470,216.65,5952.116081,0.095709,295.06956
19477.5,216.65,5945.080894,0.095595,295.06956
19485,216.65,5938.054022,0.095482,295.06956
19492.5,216.65,5931.035456,0.09537,295.06956
19500,216.65,5924.025185,0.095257,295.06956
19507.5,216.65,5917.023201,0.095144,295.06956
19515,216.65,5910.029492,0.095032,295.06956
19522.5,216.65,5903.04405,0.094919,295.06956
19530,216.65,5896.066864,0.094807,295.06956
19537.5,216.65,5889.097925,0.094695,295.06956
19545,216.65,5882.137223,0.094583,295.06956
19552.5,216.65,5875.184749,0.094472,295.06956
19560,216.65,5868.240492,0.09436,295.06956
19567.5,216.65,5861.304443,0.094248,295.06956
19575,216.65,5854.376592,0.094137,295.06956
19582.5,216.65,5847.456929,0.094026,295.06956
19590,216.65,5840.545445,0.093915,295.06956
19597.5,216.65,5833.642131,0.093804,295.06956
19605,216.65,5826.746975,0.093693,295.06956
19612.5,216.65,5819.85997,0.093582,295.06956
19620,216.65,5812.981105,0.093471,295.06956
19627.5,216.65,5806.11037,0.093361,295.06956
19635,216.65,5799.247757,0.09325,295.06956
19642.5,216.65,5792.393255,0.09314,295.06956
19650,216.65,5785.546854,0.09303,295.06956
19657.5,216.65,5778.708546,0.09292,295.06956
19665,216.65,5771.87832,0.09281,295.06956
19672.5,216.65,5765.056168,0.092701,295.06956
19680,216.65,5758.242079,0.092591,295.06956
19687.5,216.65,5751.436044,0.092482,295.06956
19695,216.65,5744.638053,0.092372,295.06956
19702.5,216.65,5737.848098,0.092263,295.06956
19710,216.65,5731.066167,0.092154,295.06956
19717.5,216.65,5724.292253,0.092045,295.06956
19725,216.65,5717.526346,0.091936,295.06956
19732.5,216.65,5710.768435,0.091828,295.06956
19740,216.65,5704.018513,0.091719,295.06956
19747.5,216.65,5697.276568,0.091611,295.06956
19755,216.65,5690.542592,0.091503,295.06956
19762.5,216.65,5683.816575,0.091394,295.06956
19770,216.65,5677.098508,0.091286,295.06956
19777.5,216.65,5670.388382,0.091178,295.06956
19785,216.65,5663.686187,0.091071,295.06956
19792.5,216.65,5656.991914,0.090963,295.06956
19800,216.65,5650.305553,0.090856,295.06956
19807.5,216.65,5643.627095,0.090748,295.06956
19815,216.65,5636.956531,0.090641,295.06956
19822.5,216.65,5630.293851,0.090534,295.06956
19830,216.65,5623.639046,0.090427,295.06956
19837.5,216.65,5616.992107,0.09032,295.06956
19845,216.65,5610.353024,0.090213,295.06956
19852.5,216.65,5603.721789,0.090106,295.06956
19860,216.65,5597.098391,0.09,295.06956
19867.5,216.65,5590.482822,0.089894,295.06956
19875,216.65,5583.875073,0.089787,295.06956
19882.5,216.65,5577.275133,0.089681,295.06956
19890,216.65,5570.682995,0.089575,295.06956
19897.5,216.65,5564.098648,0.089469,295.06956
19905,216.65,5557.522083,0.089364,295.06956
19912.5,216.65,5550.953292,0.089258,295.06956
19920,216.65,5544.392265,0.089152,295.06956
19927.5,216.65,5537.838993,0.089047,295.06956
19935,216.65,5531.293466,0.088942,295.06956
19942.5,216.65,5524.755676,0.088837,295.06956
19950,216.65,5518.225614,0.088732,295.06956
19957.5,216.65,5511.70327,0.088627,295.06956
19965,216.65,5505.188635,0.088522,295.06956
19972.5,216.65,5498.6817,0.088417,295.06956
19980,216.65,5492.182456,0.088313,295.06956
19987.5,216.65,5485.690894,0.088209,295.06956
19995,216.65,5479.207004,0.088104,295.06956
20002.5,216.6525,5472.730791,0.087999,295.071263
20010,216.66,5466.262407,0.087892,295.07637
20017.5,216.6675,5459.801891,0.087785,295.081477
20025,216.675,5453.349234,0.087678,295.086584
20032.5,216.6825,5446.904426,0.087572,295.091691
20040,216.69,5440.467458,0.087465,295.096798
20047.5,216.6975,5434.038318,0.087359,295.101905
20055,216.705,5427.616998,0.087253,295.107012
20062.5,216.7125,5421.203489,0.087146,295.112119
20070,216.72,5414.797779,0.08704,295.117225
20077.5,216.7275,5408.399859,0.086935,295.122332
20085,216.735,5402.00972,0.086829,295.127438
20092.5,216.7425,5395.627352,0.086723,295.132544
20100,216.75,5389.252745,0.086618,295.137651
20107.5,216.7575,5382.885889,0.086513,295.142757
20115,216.765,5376.526775,0.086407,295.147863
20122.5,216.7725,5370.175393,0.086302,295.152969
20130,216.78,5363.831733,0.086197,295.158075
20137.5,216.7875,5357.495787,0.086093,295.163181
20145,216.795,5351.167543,0.085988,295.168286
20152.5,216.8025,5344.846992,0.085883,295.173392
20160,216.81,5338.534125,0.085779,295.178497
20167.5,216.8175,5332.228933,0.085675,295.183603
20175,216.825,5325.931405,0.085571,295.188708
20182.5,216.8325,5319.641532,0.085467,295.193813
20190,216.84,5313.359305,0.085363,295.198919
20197.5,216.8475,5307.084713,0.085259,295.204024
20205,216.855,5300.817748,0.085155,295.209129
20212.5,216.8625,5294.5584,0.085052,295.214234
20220,216.87,5288.306659,0.084948,295.219338
20227.5,216.8775,5282.062515,0.084845,295.224443
20235,216.885,5275.82596,0.084742,295.229548
20242.5,216.8925,5269.596984,0.084639,295.234652
20250,216.9,5263.375577,0.084536,295.239757
20257.5,216.9075,5257.16173,0.084434,295.244861
20265,216.915,5250.955434,0.084331,295.249965
20272.5,216.9225,5244.756678,0.084228,295.25507
20280,216.93,5238.565454,0.084126,295.260174
20287.5,216.9375,5232.381752,0.084024,295.265278
20295,216.945,5226.205563,0.083922,295.270382
20302.5,216.9525,5220.036878,0.08382,295.275486
20310,216.96,5213.875686,0.083718,295.280589
20317.5,216.9675,5207.721979,0.083616,295.285693
20325,216.975,5201.575747,0.083515,295.290797
20332.5,216.9825,5195.436981,0.083413,295.2959
20340,216.99,5189.305672,0.083312,295.301003
20347.5,216.9975,5183.18181,0.083211,295.306107
20355,217.005,5177.065386,0.08311,295.31121
20362.5,217.0125,5170.956391,0.083009,295.316313
20370,217.02,5164.854815,0.082908,295.321416
20377.5,217.0275,5158.76065,0.082807,295.326519
20385,217.035,5152.673885,0.082707,295.331622
20392.5,217.0425,5146.594512,0.082606,295.336725
20400,217.05,5140.522522,0.082506,295.341828
20407.5,217.0575,5134.457904,0.082406,295.34693
20415,217.065,5128.400651,0.082306,295.352033
20422.5,217.0725,5122.350752,0.082206,295.357135
20430,217.08,5116.3082,0.082106,295.362237
20437.5,217.0875,5110.272983,0.082006,295.36734
20445,217.095,5104.245094,0.081907,295.372442
20452.5,217.1025,5098.224523,0.081807,295.377544
20460,217.11,5092.211261,0.081708,295.382646
20467.5,217.1175,5086.205299,0.081609,295.387748
20475,217.125,5080.206628,0.08151,295.39285
20482.5,217.1325,5074.215238,0.081411,295.397951
20490,217.14,5068.231121,0.081312,295.403053
20497.5,217.1475,5062.254267,0.081213,295.408155
20505,217.155,5056.284668,0.081115,295.413256
20512.5,217.1625,5050.322315,0.081016,295.418358
20520,217.17,5044.367197,0.080918,295.423459
20527.5,217.1775,5038.419307,0.08082,295.42856
20535,217.185,5032.478635,0.080722,295.433661
20542.5,217.1925,5026.545173,0.080624,295.438762
20550,217.2,5020.61891,0.080526,295.443863
20557.5,217.2075,5014.699839,0.080428,295.448964
20565,217.215,5008.787951,0.080331,295.454065
20572.5,217.2225,5002.883236,0.080233,295.459165
20580,217.23,4996.985685,0.080136,295.464266
20587.5,217.2375,4991.095289,0.080039,295.469366
20595,217.245,4985.21204,0.079941,295.474467
20602.5,217.2525,4979.335929,0.079844,295.479567
20610,217.26,4973.466947,0.079748,295.484667
20617.5,217.2675,4967.605084,0.079651,295.489768
20625,217.275,4961.750332,0.079554,295.494868
20632.5,217.2825,4955.902682,0.079458,295.499968
20640,217.29,4950.062126,0.079361,295.505067
20647.5,217.2975,4944.228654,0.079265,295.510167
20655,217.305,4938.402257,0.079169,295.515267
20662.5,217.3125,4932.582927,0.079073,295.520367
20670,217.32,4926.770655,0.078977,295.525466
20677.5,217.3275,4920.965432,0.078881,295.530566
20685,217.335,4915.167249,0.078786,295.535665
20692.5,217.3425,4909.376098,0.07869,295.540764
20700,217.35,4903.59197,0.078595,295.545863
20707.5,217.3575,4897.814855,0.078499,295.550962
20715,217.365,4892.044746,0.078404,295.556061
20722.5,217.3725,4886.281633,0.078309,295.56116
20730,217.38,4880.525508,0.078214,295.566259
20737.5,217.3875,4874.776363,0.078119,295.571358
20745,217.395,4869.034187,0.078025,295.576457
20752.5,217.4025,4863.298973,0.07793,295.581555
20760,217.41,4857.570712,0.077835,295.586654
20767.5,217.4175,4851.849396,0.077741,295.591752
20775,217.425,4846.135015,0.077647,295.59685
20782.5,217.4325,4840.427561,0.077553,295.601949
20790,217.44,4834.727025,0.077459,295.607047
20797.5,217.4475,4829.033399,0.077365,295.612145
20805,217.455,4823.346675,0.077271,295.617243
20812.5,217.4625,4817.666843,0.077177,295.622341
20820,217.47,4811.993895,0.077084,295.627438
20827.5,217.4775,4806.327822,0.076991,295.632536
20835,217.485,4800.668616,0.076897,295.637634
20842.5,217.4925,4795.016268,0.076804,295.642731
20850,217.5,4789.37077,0.076711,295.647829
20857.5,217.5075,4783.732113,0.076618,295.652926
20865,217.515,4778.100289,0.076525,295.658023
20872.5,217.5225,4772.475289,0.076432,295.66312
20880,217.53,4766.857104,0.07634,295.668217
20887.5,217.5375,4761.245727,0.076247,295.673314
20895,217.545,4755.641148,0.076155,295.678411
20902.5,217.5525,4750.043359,0.076063,295.683508
20910,217.56,4744.452352,0.075971,295.688605
20917.5,217.5675,4738.868118,0.075878,295.693701
20925,217.575,4733.290649,0.075787,295.698798
20932.5,217.5825,4727.719937,0.075695,295.703894
20940,217.59,4722.155972,0.075603,295.708991
20947.5,217.5975,4716.598748,0.075512,295.714087
20955,217.605,4711.048254,0.07542,295.719183
20962.5,217.6125,4705.504483,0.075329,295.724279
20970,217.62,4699.967426,0.075237,295.729375
20977.5,217.6275,4694.437076,0.075146,295.734471
20985,217.635,4688.913423,0.075055,295.739567
20992.5,217.6425,4683.396459,0.074964,295.744663
21000,217.65,4677.886177,0.074874,295.749758
21007.5,217.6575,4672.382567,0.074783,295.754854
21015,217.665,4666.885622,0.074692,295.75995
21022.5,217.6725,4661.395332,0.074602,295.765045
21030,217.68,4655.911691,0.074512,295.77014
21037.5,217.6875,4650.434689,0.074421,295.775235
21045,217.695,4644.964318,0.074331,295.780331
21052.5,217.7025,4639.50057,0.074241,295.785426
21060,217.71,4634.043437,0.074151,295.790521
21067.5,217.7175,4628.592911,0.074062,295.795615
21075,217.725,4623.148983,0.073972,295.80071
21082.5,217.7325,4617.711645,0.073883,295.805805
21090,217.74,4612.280889,0.073793,295.8109
21097.5,217.7475,4606.856706,0.073704,295.815994
21105,217.755,4601.439089,0.073615,295.821089
21112.5,217.7625,4596.02803,0.073525,295.826183
21120,217.77,4590.623519,0.073436,295.831277
21127.5,217.7775,4585.22555,0.073348,295.836371
21135,217.785,4579.834113,0.073259,295.841465
21142.5,217.7925,4574.449201,0.07317,295.846559
21150,217.8,4569.070806,0.073082,295.851653
21157.5,217.8075,4563.698919,0.072993,295.856747
21165,217.815,4558.333533,0.072905,295.861841
21172.5,217.8225,4552.974639,0.072817,295.866934
21180,217.83,4547.622229,0.072729,295.872028
21187.5,217.8375,4542.276295,0.072641,295.877122
21195,217.845,4536.93683,0.072553,295.882215
21202.5,217.8525,4531.603824,0.072465,295.887308
